id,text,label,severity,obd_code,language
214,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
215,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
216,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
217,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
218,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
219,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
220,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
221,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
222,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
223,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
224,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
225,Black Smoke at Acceleration dkhane khal ki tet7arrak dkhane ki tomobile tsra3 دخان أسود عند التسارع دخان عند سرعة السيارة fumée noire à l'accélération fumée noire en accélérant Black Smoke at Acceleration P0172,carburant,عالي,P0172,mixed_ar_fr_dz
226,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
227,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
228,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
229,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
230,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
231,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
232,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
233,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
234,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
235,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
236,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
237,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
238,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
239,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
240,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
241,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
242,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
243,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
244,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
245,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
246,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
247,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
248,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
249,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
250,Intermittent Starting Problem marra tebda marra la starting meshi mlih أحياناً تشتغل وأحياناً لا مشكلة اشتغال متقطعة démarrage aléatoire parfois démarre parfois non Intermittent Starting Problem P0335,électricité,عالي,P0335,mixed_ar_fr_dz
251,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
252,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
253,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
254,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
255,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
256,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
257,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
258,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
259,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
260,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
261,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
262,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
263,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
264,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
265,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
266,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
267,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
268,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
269,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
270,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
271,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
272,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
273,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
274,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
275,Handbrake Not Holding frein a main ma yehbsach tomobile tet7arrak waqfa الفرامل اليدوية لا تثبت السيارة تتحرك حين الوقوف frein à main ne tient pas voiture bouge à l'arrêt Handbrake Not Holding C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
276,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
277,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
278,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
279,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
280,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
281,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
282,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
283,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
284,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
285,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
286,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
287,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
288,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
289,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
290,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
291,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
292,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
293,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
294,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
295,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
296,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
297,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
298,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
299,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
300,Coolant Smell Without Visible Leak riha 7elwa bla maya ta7at tomobile rihet maya bla fuite رائحة حلوة بدون تسرب مرئي رائحة سائل التبريد odeur sucrée sans fuite visible odeur liquide sans trace Coolant Smell Without Visible Leak P0128,refroidissement,متوسط,P0128,mixed_ar_fr_dz
301,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
302,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
303,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
304,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
305,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
306,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
307,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
308,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
309,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
310,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
311,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
312,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
313,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
314,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
315,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
316,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
317,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
318,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
319,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
320,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
321,Front End Noise on Acceleration sout f el qdam ki tet7arrak clic f el qdam صوت في المقدمة عند التحريك نقر أمامي bruit avant à l'accélération clic avant Front End Noise on Acceleration C0200,suspension,متوسط,C0200,mixed_ar_fr_dz
